"seatID","custID","ticketType","gameID"
2,"85XI51UK3312","se",184
3,"85XI51UK3312","se",184
4,"85XI51UK3312","se",184
5,"85XI51UK3312","se",184
6,"HL1LS8PNUJXU","se",184
7,"HL1LS8PNUJXU","se",184
8,"HL1LS8PNUJXU","se",184
9,"HL1LS8PNUJXU","se",184
10,"HL1LS8PNUJXU","se",184
11,"HL1LS8PNUJXU","se",184
12,"HL1LS8PNUJXU","se",184
13,"HL1LS8PNUJXU","se",184
14,"HL1LS8PNUJXU","se",184
15,"HL1LS8PNUJXU","se",184
16,"HL1LS8PNUJXU","se",184
17,"HL1LS8PNUJXU","se",184
18,"HL1LS8PNUJXU","se",184
19,"HL1LS8PNUJXU","se",184
20,"HL1LS8PNUJXU","se",184
21,"HL1LS8PNUJXU","se",184
22,"HL1LS8PNUJXU","se",184
23,"HL1LS8PNUJXU","se",184
24,"HL1LS8PNUJXU","se",184
25,"HL1LS8PNUJXU","se",184
26,"HL1LS8PNUJXU","se",184
27,"HL1LS8PNUJXU","se",184
28,"HL1LS8PNUJXU","se",184
29,"HL1LS8PNUJXU","se",184
30,"HL1LS8PNUJXU","se",184
31,"85XI51UK3312","se",184
54,"UZ1C1NS6X6WV","se",184
55,"UZ1C1NS6X6WV","se",184
61,"XXNT257S78E6","si",184
62,"XXNT257S78E6","si",184
76,"RZ0BSAU51RL4","se",184
77,"RZ0BSAU51RL4","se",184
78,"RZ0BSAU51RL4","se",184
79,"RZ0BSAU51RL4","se",184
80,"RZ0BSAU51RL4","se",184
85,"9WSS7VGNC163","se",184
86,"9WSS7VGNC163","se",184
127,"SA7GS894HHAV","se",184
128,"SA7GS894HHAV","se",184
129,"SA7GS894HHAV","se",184
130,"SA7GS894HHAV","se",184
131,"SA7GS894HHAV","se",184
132,"SA7GS894HHAV","se",184
133,"SA7GS894HHAV","se",184
134,"SA7GS894HHAV","se",184
135,"SA7GS894HHAV","se",184
136,"SA7GS894HHAV","se",184
137,"SA7GS894HHAV","se",184
138,"SA7GS894HHAV","se",184
139,"SA7GS894HHAV","se",184
144,"SA7GS894HHAV","se",184
145,"SA7GS894HHAV","se",184
146,"SA7GS894HHAV","se",184
154,"VZCTTLG9I0FL","se",184
155,"VZCTTLG9I0FL","se",184
156,"VZCTTLG9I0FL","se",184
157,"VZCTTLG9I0FL","se",184
158,"VZCTTLG9I0FL","se",184
159,"VZCTTLG9I0FL","se",184
160,"VZCTTLG9I0FL","se",184
161,"VZCTTLG9I0FL","se",184
162,"VZCTTLG9I0FL","se",184
163,"VZCTTLG9I0FL","se",184
164,"VZCTTLG9I0FL","se",184
165,"VZCTTLG9I0FL","se",184
166,"VZCTTLG9I0FL","se",184
167,"VZCTTLG9I0FL","se",184
168,"2ODKFIJAFE93","se",184
169,"2ODKFIJAFE93","se",184
170,"2ODKFIJAFE93","se",184
171,"2ODKFIJAFE93","se",184
172,"2ODKFIJAFE93","se",184
173,"2ODKFIJAFE93","se",184
174,"2ODKFIJAFE93","se",184
175,"2ODKFIJAFE93","se",184
176,"2ODKFIJAFE93","se",184
177,"2ODKFIJAFE93","se",184
181,"JFFFATC2HP2H","se",184
182,"JFFFATC2HP2H","se",184
184,"Y634NY9611RT","se",184
185,"Y634NY9611RT","se",184
186,"Y634NY9611RT","se",184
206,"AMTG4R9FGB9F","se",184
207,"AMTG4R9FGB9F","se",184
