"seatID","custID","ticketType","gameID"
2,"85XI51UK3312","se",52
3,"85XI51UK3312","se",52
4,"85XI51UK3312","se",52
5,"85XI51UK3312","se",52
6,"HL1LS8PNUJXU","se",52
7,"HL1LS8PNUJXU","se",52
8,"HL1LS8PNUJXU","se",52
9,"HL1LS8PNUJXU","se",52
10,"HL1LS8PNUJXU","se",52
11,"HL1LS8PNUJXU","se",52
12,"HL1LS8PNUJXU","se",52
13,"HL1LS8PNUJXU","se",52
14,"HL1LS8PNUJXU","se",52
15,"HL1LS8PNUJXU","se",52
16,"HL1LS8PNUJXU","se",52
17,"HL1LS8PNUJXU","se",52
18,"HL1LS8PNUJXU","se",52
19,"HL1LS8PNUJXU","se",52
20,"HL1LS8PNUJXU","se",52
21,"HL1LS8PNUJXU","se",52
22,"HL1LS8PNUJXU","se",52
23,"HL1LS8PNUJXU","se",52
24,"HL1LS8PNUJXU","se",52
25,"HL1LS8PNUJXU","se",52
26,"HL1LS8PNUJXU","se",52
27,"HL1LS8PNUJXU","se",52
28,"HL1LS8PNUJXU","se",52
29,"HL1LS8PNUJXU","se",52
30,"HL1LS8PNUJXU","se",52
31,"85XI51UK3312","se",52
40,"PC6N0XGQ6MAB","si",52
41,"PC6N0XGQ6MAB","si",52
42,"PC6N0XGQ6MAB","si",52
43,"PC6N0XGQ6MAB","si",52
44,"PC6N0XGQ6MAB","si",52
45,"PC6N0XGQ6MAB","si",52
46,"PC6N0XGQ6MAB","si",52
47,"XV4BQFR3RCV8","si",52
48,"XV4BQFR3RCV8","si",52
49,"XV4BQFR3RCV8","si",52
50,"XV4BQFR3RCV8","si",52
51,"XV4BQFR3RCV8","si",52
52,"XV4BQFR3RCV8","si",52
54,"UZ1C1NS6X6WV","se",52
55,"UZ1C1NS6X6WV","se",52
76,"RZ0BSAU51RL4","se",52
77,"RZ0BSAU51RL4","se",52
78,"RZ0BSAU51RL4","se",52
79,"RZ0BSAU51RL4","se",52
80,"RZ0BSAU51RL4","se",52
85,"9WSS7VGNC163","se",52
86,"9WSS7VGNC163","se",52
116,"V3VX05RSCN1H","si",52
117,"V3VX05RSCN1H","si",52
118,"V3VX05RSCN1H","si",52
119,"V3VX05RSCN1H","si",52
125,"CPHXE62NSJCH","si",52
126,"CPHXE62NSJCH","si",52
127,"SA7GS894HHAV","se",52
128,"SA7GS894HHAV","se",52
129,"SA7GS894HHAV","se",52
130,"SA7GS894HHAV","se",52
131,"SA7GS894HHAV","se",52
132,"SA7GS894HHAV","se",52
133,"SA7GS894HHAV","se",52
134,"SA7GS894HHAV","se",52
135,"SA7GS894HHAV","se",52
136,"SA7GS894HHAV","se",52
137,"SA7GS894HHAV","se",52
138,"SA7GS894HHAV","se",52
139,"SA7GS894HHAV","se",52
144,"SA7GS894HHAV","se",52
145,"SA7GS894HHAV","se",52
146,"SA7GS894HHAV","se",52
154,"VZCTTLG9I0FL","se",52
155,"VZCTTLG9I0FL","se",52
156,"VZCTTLG9I0FL","se",52
157,"VZCTTLG9I0FL","se",52
158,"VZCTTLG9I0FL","se",52
159,"VZCTTLG9I0FL","se",52
160,"VZCTTLG9I0FL","se",52
161,"VZCTTLG9I0FL","se",52
162,"VZCTTLG9I0FL","se",52
163,"VZCTTLG9I0FL","se",52
164,"VZCTTLG9I0FL","se",52
165,"VZCTTLG9I0FL","se",52
166,"VZCTTLG9I0FL","se",52
167,"VZCTTLG9I0FL","se",52
168,"2ODKFIJAFE93","se",52
169,"2ODKFIJAFE93","se",52
170,"2ODKFIJAFE93","se",52
171,"2ODKFIJAFE93","se",52
