"seatID","custID","ticketType","gameID"
2,"85XI51UK3312","se",76
3,"85XI51UK3312","se",76
4,"85XI51UK3312","se",76
5,"85XI51UK3312","se",76
6,"HL1LS8PNUJXU","se",76
7,"HL1LS8PNUJXU","se",76
8,"HL1LS8PNUJXU","se",76
9,"HL1LS8PNUJXU","se",76
10,"HL1LS8PNUJXU","se",76
11,"HL1LS8PNUJXU","se",76
12,"HL1LS8PNUJXU","se",76
13,"HL1LS8PNUJXU","se",76
14,"HL1LS8PNUJXU","se",76
15,"HL1LS8PNUJXU","se",76
16,"HL1LS8PNUJXU","se",76
17,"HL1LS8PNUJXU","se",76
18,"HL1LS8PNUJXU","se",76
19,"HL1LS8PNUJXU","se",76
20,"HL1LS8PNUJXU","se",76
21,"HL1LS8PNUJXU","se",76
22,"HL1LS8PNUJXU","se",76
23,"HL1LS8PNUJXU","se",76
24,"HL1LS8PNUJXU","se",76
25,"HL1LS8PNUJXU","se",76
26,"HL1LS8PNUJXU","se",76
27,"HL1LS8PNUJXU","se",76
28,"HL1LS8PNUJXU","se",76
29,"HL1LS8PNUJXU","se",76
30,"HL1LS8PNUJXU","se",76
31,"85XI51UK3312","se",76
37,"ELRW3H4ESP93","si",76
38,"ELRW3H4ESP93","si",76
39,"ELRW3H4ESP93","si",76
40,"ELRW3H4ESP93","si",76
54,"UZ1C1NS6X6WV","se",76
55,"UZ1C1NS6X6WV","se",76
64,"C9LTMU0NBJOX","si",76
65,"C9LTMU0NBJOX","si",76
66,"C9LTMU0NBJOX","si",76
67,"C9LTMU0NBJOX","si",76
68,"C9LTMU0NBJOX","si",76
69,"C9LTMU0NBJOX","si",76
70,"C9LTMU0NBJOX","si",76
71,"C9LTMU0NBJOX","si",76
76,"RZ0BSAU51RL4","se",76
77,"RZ0BSAU51RL4","se",76
78,"RZ0BSAU51RL4","se",76
79,"RZ0BSAU51RL4","se",76
80,"RZ0BSAU51RL4","se",76
85,"9WSS7VGNC163","se",76
86,"9WSS7VGNC163","se",76
127,"SA7GS894HHAV","se",76
128,"SA7GS894HHAV","se",76
129,"SA7GS894HHAV","se",76
130,"SA7GS894HHAV","se",76
131,"SA7GS894HHAV","se",76
132,"SA7GS894HHAV","se",76
133,"SA7GS894HHAV","se",76
134,"SA7GS894HHAV","se",76
135,"SA7GS894HHAV","se",76
136,"SA7GS894HHAV","se",76
137,"SA7GS894HHAV","se",76
138,"SA7GS894HHAV","se",76
139,"SA7GS894HHAV","se",76
144,"SA7GS894HHAV","se",76
145,"SA7GS894HHAV","se",76
146,"SA7GS894HHAV","se",76
154,"VZCTTLG9I0FL","se",76
155,"VZCTTLG9I0FL","se",76
156,"VZCTTLG9I0FL","se",76
157,"VZCTTLG9I0FL","se",76
158,"VZCTTLG9I0FL","se",76
159,"VZCTTLG9I0FL","se",76
160,"VZCTTLG9I0FL","se",76
161,"VZCTTLG9I0FL","se",76
162,"VZCTTLG9I0FL","se",76
163,"VZCTTLG9I0FL","se",76
164,"VZCTTLG9I0FL","se",76
165,"VZCTTLG9I0FL","se",76
166,"VZCTTLG9I0FL","se",76
167,"VZCTTLG9I0FL","se",76
168,"2ODKFIJAFE93","se",76
169,"2ODKFIJAFE93","se",76
170,"2ODKFIJAFE93","se",76
171,"2ODKFIJAFE93","se",76
172,"2ODKFIJAFE93","se",76
173,"2ODKFIJAFE93","se",76
174,"2ODKFIJAFE93","se",76
175,"2ODKFIJAFE93","se",76
176,"2ODKFIJAFE93","se",76
177,"2ODKFIJAFE93","se",76
181,"JFFFATC2HP2H","se",76
