"seatID","custID","ticketType","gameID"
2,"85XI51UK3312","se",148
3,"85XI51UK3312","se",148
4,"85XI51UK3312","se",148
5,"85XI51UK3312","se",148
6,"HL1LS8PNUJXU","se",148
7,"HL1LS8PNUJXU","se",148
8,"HL1LS8PNUJXU","se",148
9,"HL1LS8PNUJXU","se",148
10,"HL1LS8PNUJXU","se",148
11,"HL1LS8PNUJXU","se",148
12,"HL1LS8PNUJXU","se",148
13,"HL1LS8PNUJXU","se",148
14,"HL1LS8PNUJXU","se",148
15,"HL1LS8PNUJXU","se",148
16,"HL1LS8PNUJXU","se",148
17,"HL1LS8PNUJXU","se",148
18,"HL1LS8PNUJXU","se",148
19,"HL1LS8PNUJXU","se",148
20,"HL1LS8PNUJXU","se",148
21,"HL1LS8PNUJXU","se",148
22,"HL1LS8PNUJXU","se",148
23,"HL1LS8PNUJXU","se",148
24,"HL1LS8PNUJXU","se",148
25,"HL1LS8PNUJXU","se",148
26,"HL1LS8PNUJXU","se",148
27,"HL1LS8PNUJXU","se",148
28,"HL1LS8PNUJXU","se",148
29,"HL1LS8PNUJXU","se",148
30,"HL1LS8PNUJXU","se",148
31,"85XI51UK3312","se",148
32,"JWCL27TE7HOT","si",148
33,"JWCL27TE7HOT","si",148
34,"JWCL27TE7HOT","si",148
35,"JWCL27TE7HOT","si",148
37,"LZAJT28YHY36","si",148
38,"LZAJT28YHY36","si",148
39,"WDM4R2P1YZYP","si",148
40,"WDM4R2P1YZYP","si",148
41,"WDM4R2P1YZYP","si",148
42,"LZAJT28YHY36","si",148
43,"LZAJT28YHY36","si",148
44,"LZAJT28YHY36","si",148
45,"LZAJT28YHY36","si",148
46,"2T2F0F4I1YWK","si",148
47,"2T2F0F4I1YWK","si",148
48,"LZAJT28YHY36","si",148
49,"LZAJT28YHY36","si",148
50,"LZAJT28YHY36","si",148
51,"LZAJT28YHY36","si",148
52,"DOPEQKB5DQLG","si",148
53,"DOPEQKB5DQLG","si",148
54,"UZ1C1NS6X6WV","se",148
55,"UZ1C1NS6X6WV","se",148
56,"3H62GOQO3E6H","gr",148
57,"3H62GOQO3E6H","gr",148
58,"3H62GOQO3E6H","gr",148
59,"3H62GOQO3E6H","gr",148
60,"3H62GOQO3E6H","gr",148
61,"3H62GOQO3E6H","gr",148
62,"3H62GOQO3E6H","gr",148
63,"3H62GOQO3E6H","gr",148
64,"3H62GOQO3E6H","gr",148
65,"3H62GOQO3E6H","gr",148
66,"3H62GOQO3E6H","gr",148
67,"3H62GOQO3E6H","gr",148
68,"3H62GOQO3E6H","gr",148
69,"3H62GOQO3E6H","gr",148
70,"3H62GOQO3E6H","gr",148
71,"3H62GOQO3E6H","gr",148
72,"3H62GOQO3E6H","gr",148
73,"3H62GOQO3E6H","gr",148
74,"3H62GOQO3E6H","gr",148
75,"3H62GOQO3E6H","gr",148
76,"RZ0BSAU51RL4","se",148
77,"RZ0BSAU51RL4","se",148
78,"RZ0BSAU51RL4","se",148
79,"RZ0BSAU51RL4","se",148
80,"RZ0BSAU51RL4","se",148
83,"UM68JNEO1KHJ","si",148
85,"9WSS7VGNC163","se",148
86,"9WSS7VGNC163","se",148
98,"PH76BV0S58I2","si",148
99,"PH76BV0S58I2","si",148
100,"PH76BV0S58I2","si",148
101,"PH76BV0S58I2","si",148
110,"1FJI3LL74P1Z","si",148
111,"1WVECNBZPXKD","si",148
112,"1WVECNBZPXKD","si",148
113,"1FJI3LL74P1Z","si",148
114,"1FJI3LL74P1Z","si",148
115,"1FJI3LL74P1Z","si",148
116,"1FJI3LL74P1Z","si",148
117,"1FJI3LL74P1Z","si",148
126,"1AKAONW5QCOX","si",148
127,"SA7GS894HHAV","se",148
128,"SA7GS894HHAV","se",148
129,"SA7GS894HHAV","se",148
130,"SA7GS894HHAV","se",148
131,"SA7GS894HHAV","se",148
132,"SA7GS894HHAV","se",148
133,"SA7GS894HHAV","se",148
134,"SA7GS894HHAV","se",148
135,"SA7GS894HHAV","se",148
136,"SA7GS894HHAV","se",148
137,"SA7GS894HHAV","se",148
138,"SA7GS894HHAV","se",148
139,"SA7GS894HHAV","se",148
140,"JOHNVTKUZA8Q","si",148
141,"JOHNVTKUZA8Q","si",148
142,"JOHNVTKUZA8Q","si",148
143,"JOHNVTKUZA8Q","si",148
144,"SA7GS894HHAV","se",148
145,"SA7GS894HHAV","se",148
146,"SA7GS894HHAV","se",148
149,"U1HDVB5WFJA8","si",148
150,"U1HDVB5WFJA8","si",148
151,"U1HDVB5WFJA8","si",148
152,"U1HDVB5WFJA8","si",148
154,"VZCTTLG9I0FL","se",148
155,"VZCTTLG9I0FL","se",148
156,"VZCTTLG9I0FL","se",148
157,"VZCTTLG9I0FL","se",148
158,"VZCTTLG9I0FL","se",148
159,"VZCTTLG9I0FL","se",148
160,"VZCTTLG9I0FL","se",148
161,"VZCTTLG9I0FL","se",148
162,"VZCTTLG9I0FL","se",148
163,"VZCTTLG9I0FL","se",148
164,"VZCTTLG9I0FL","se",148
165,"VZCTTLG9I0FL","se",148
166,"VZCTTLG9I0FL","se",148
167,"VZCTTLG9I0FL","se",148
168,"2ODKFIJAFE93","se",148
169,"2ODKFIJAFE93","se",148
170,"2ODKFIJAFE93","se",148
171,"2ODKFIJAFE93","se",148
172,"2ODKFIJAFE93","se",148
173,"2ODKFIJAFE93","se",148
174,"2ODKFIJAFE93","se",148
175,"2ODKFIJAFE93","se",148
176,"2ODKFIJAFE93","se",148
177,"2ODKFIJAFE93","se",148
181,"JFFFATC2HP2H","se",148
182,"JFFFATC2HP2H","se",148
184,"Y634NY9611RT","se",148
185,"Y634NY9611RT","se",148
186,"Y634NY9611RT","se",148
198,"C8O3Y5O0OGET","si",148
199,"C8O3Y5O0OGET","si",148
200,"C8O3Y5O0OGET","si",148
201,"C8O3Y5O0OGET","si",148
206,"AMTG4R9FGB9F","se",148
207,"AMTG4R9FGB9F","se",148
208,"AMTG4R9FGB9F","se",148
209,"AMTG4R9FGB9F","se",148
212,"AUETH717TJYL","si",148
217,"MSGY3I692V9T","si",148
218,"MSGY3I692V9T","si",148
219,"MSGY3I692V9T","si",148
220,"MSGY3I692V9T","si",148
221,"MSGY3I692V9T","si",148
222,"4AOS2KT3B0FP","si",148
223,"4AOS2KT3B0FP","si",148
224,"4AOS2KT3B0FP","si",148
225,"BNWU2R2OZRDO","si",148
226,"NIAGZHUN6F4J","se",148
227,"NIAGZHUN6F4J","se",148
228,"MSGY3I692V9T","si",148
229,"MSGY3I692V9T","si",148
230,"MSGY3I692V9T","si",148
231,"MSGY3I692V9T","si",148
232,"MSGY3I692V9T","si",148
233,"MSGY3I692V9T","si",148
234,"MSGY3I692V9T","si",148
235,"71WB1FQY5O1P","si",148
236,"71WB1FQY5O1P","si",148
247,"YB1IJ7J1D719","si",148
248,"YB1IJ7J1D719","si",148
251,"ZJU675KTFW9S","si",148
254,"L6FZIO7VMZ2I","si",148
255,"L6FZIO7VMZ2I","si",148
256,"L6FZIO7VMZ2I","si",148
257,"L6FZIO7VMZ2I","si",148
259,"MY29UYEX1JNW","gr",148
260,"MY29UYEX1JNW","gr",148
261,"MY29UYEX1JNW","gr",148
262,"MY29UYEX1JNW","gr",148
263,"MY29UYEX1JNW","gr",148
264,"MY29UYEX1JNW","gr",148
265,"MY29UYEX1JNW","gr",148
266,"MY29UYEX1JNW","gr",148
267,"MY29UYEX1JNW","gr",148
268,"MY29UYEX1JNW","gr",148
269,"MY29UYEX1JNW","gr",148
270,"MY29UYEX1JNW","gr",148
271,"MY29UYEX1JNW","gr",148
272,"MY29UYEX1JNW","gr",148
273,"MY29UYEX1JNW","gr",148
274,"F0XB9IVJ38J0","se",148
275,"F0XB9IVJ38J0","se",148
276,"F0XB9IVJ38J0","se",148
277,"F0XB9IVJ38J0","se",148
278,"MY29UYEX1JNW","gr",148
279,"MY29UYEX1JNW","gr",148
280,"MY29UYEX1JNW","gr",148
281,"MY29UYEX1JNW","gr",148
282,"MY29UYEX1JNW","gr",148
283,"MY29UYEX1JNW","gr",148
289,"F705HDM5Y7UF","se",148
290,"F705HDM5Y7UF","se",148
293,"N4D9T9SNRTF0","si",148
294,"N4D9T9SNRTF0","si",148
295,"N4D9T9SNRTF0","si",148
296,"N4D9T9SNRTF0","si",148
297,"N4D9T9SNRTF0","si",148
298,"N4D9T9SNRTF0","si",148
299,"N4D9T9SNRTF0","si",148
300,"N4D9T9SNRTF0","si",148
301,"N4D9T9SNRTF0","si",148
302,"N4D9T9SNRTF0","si",148
305,"4QHKJ0ELS0C8","si",148
313,"E99YONYKBDXT","si",148
314,"E99YONYKBDXT","si",148
315,"E99YONYKBDXT","si",148
316,"E99YONYKBDXT","si",148
319,"YWOGUTSLSVT1","se",148
320,"YWOGUTSLSVT1","se",148
321,"YWOGUTSLSVT1","se",148
322,"YWOGUTSLSVT1","se",148
325,"KP2QNBF2DTIH","si",148
326,"KP2QNBF2DTIH","si",148
327,"KP2QNBF2DTIH","si",148
328,"KP2QNBF2DTIH","si",148
334,"NKBKTPPVFPNY","si",148
335,"NKBKTPPVFPNY","si",148
336,"2HBAX118Z5PV","si",148
337,"NKBKTPPVFPNY","si",148
338,"3PGN046XVFYA","si",148
339,"EIJTCFRGWD6M","si",148
340,"EIJTCFRGWD6M","si",148
341,"EIJTCFRGWD6M","si",148
342,"EIJTCFRGWD6M","si",148
343,"T4S571Y8LGB6","si",148
344,"T4S571Y8LGB6","si",148
345,"NKBKTPPVFPNY","si",148
346,"NKBKTPPVFPNY","si",148
347,"NKBKTPPVFPNY","si",148
348,"NKBKTPPVFPNY","si",148
349,"PEA5N5BNZCWW","si",148
350,"NKBKTPPVFPNY","si",148
351,"NKBKTPPVFPNY","si",148
352,"NKBKTPPVFPNY","si",148
353,"NKBKTPPVFPNY","si",148
359,"1YUHXNMFQ29G","se",148
360,"1YUHXNMFQ29G","se",148
363,"Q6EBR3C9UXTQ","si",148
364,"Q6EBR3C9UXTQ","si",148
365,"Q6EBR3C9UXTQ","si",148
366,"Q6EBR3C9UXTQ","si",148
367,"LBSMFFBZC3QV","si",148
368,"LBSMFFBZC3QV","si",148
369,"LBSMFFBZC3QV","si",148
370,"LBSMFFBZC3QV","si",148
376,"FH5WB23E5IOW","si",148
377,"SFPRMHUF3HVB","se",148
378,"SFPRMHUF3HVB","se",148
379,"SFPRMHUF3HVB","se",148
380,"SFPRMHUF3HVB","se",148
381,"SFPRMHUF3HVB","se",148
388,"R9S6YOLZO8TG","se",148
389,"R9S6YOLZO8TG","se",148
390,"R9S6YOLZO8TG","se",148
393,"K68J76GA3PIJ","se",148
394,"K68J76GA3PIJ","se",148
398,"F4I2ZVX2B6HQ","si",148
399,"F4I2ZVX2B6HQ","si",148
400,"UP4NGY0R22O3","se",148
401,"1SFV3FWUXO77","se",148
402,"1SFV3FWUXO77","se",148
403,"1SFV3FWUXO77","se",148
404,"80JKBDAUIMLM","si",148
405,"F4I2ZVX2B6HQ","si",148
406,"PJPZ2MCQZXV2","se",148
407,"PJPZ2MCQZXV2","se",148
408,"PJPZ2MCQZXV2","se",148
409,"PJPZ2MCQZXV2","se",148
419,"DG9PT6UPB4PU","si",148
420,"DG9PT6UPB4PU","si",148
439,"D5D03HT33JZU","si",148
440,"D5D03HT33JZU","si",148
441,"D5D03HT33JZU","si",148
442,"FP73EQ4UE3JP","si",148
456,"TZFGBFQ4QMA1","se",148
457,"TZFGBFQ4QMA1","se",148
458,"TZFGBFQ4QMA1","se",148
459,"TZFGBFQ4QMA1","se",148
461,"A41FJ423GSZG","si",148
462,"MA77N9GTS98J","si",148
463,"MA77N9GTS98J","si",148
464,"Z7X0C8EYPARE","si",148
465,"Z7X0C8EYPARE","si",148
466,"Z7X0C8EYPARE","si",148
467,"Z7X0C8EYPARE","si",148
473,"NYE6O9U4QQRN","si",148
474,"NYE6O9U4QQRN","si",148
475,"NYE6O9U4QQRN","si",148
476,"NYE6O9U4QQRN","si",148
491,"14ONZBI9HNDB","si",148
492,"14ONZBI9HNDB","si",148
493,"14ONZBI9HNDB","si",148
494,"14ONZBI9HNDB","si",148
496,"66OKKKB1OIL8","si",148
497,"66OKKKB1OIL8","si",148
498,"66OKKKB1OIL8","si",148
499,"66OKKKB1OIL8","si",148
506,"WDXAINHO6NKV","se",148
507,"WDXAINHO6NKV","se",148
508,"WDXAINHO6NKV","se",148
511,"7B9XVHIRSPB6","si",148
512,"7B9XVHIRSPB6","si",148
513,"7B9XVHIRSPB6","si",148
514,"7B9XVHIRSPB6","si",148
515,"7B9XVHIRSPB6","si",148
523,"DI4AP44CGWGT","si",148
524,"IRLYPTZYQK2I","se",148
525,"IRLYPTZYQK2I","se",148
526,"DI4AP44CGWGT","si",148
527,"DI4AP44CGWGT","si",148
529,"QOEE3552YRMY","se",148
531,"F6I1F8CN05TL","si",148
532,"F6I1F8CN05TL","si",148
533,"F6I1F8CN05TL","si",148
534,"F6I1F8CN05TL","si",148
540,"73COZ675CFCL","si",148
541,"73COZ675CFCL","si",148
545,"Y7JGR19KT2ZY","si",148
546,"Y7JGR19KT2ZY","si",148
547,"Y7JGR19KT2ZY","si",148
548,"Y7JGR19KT2ZY","si",148
550,"C24DV6MQ7T3L","se",148
551,"C24DV6MQ7T3L","se",148
552,"ERE96W1J65QV","si",148
553,"H02J6LS4TN24","si",148
554,"H02J6LS4TN24","si",148
555,"H02J6LS4TN24","si",148
556,"HPXE4GIVGMK5","se",148
560,"89CKQOJ3L6HP","si",148
561,"89CKQOJ3L6HP","si",148
562,"89CKQOJ3L6HP","si",148
563,"89CKQOJ3L6HP","si",148
577,"MEN8LUXCZ5OG","si",148
578,"MEN8LUXCZ5OG","si",148
579,"MEN8LUXCZ5OG","si",148
580,"MEN8LUXCZ5OG","si",148
582,"2SISDTVCEDKJ","si",148
583,"2SISDTVCEDKJ","si",148
584,"2SISDTVCEDKJ","si",148
585,"2SISDTVCEDKJ","si",148
586,"2SISDTVCEDKJ","si",148
587,"GJNQH0AC2X1X","si",148
588,"GJNQH0AC2X1X","si",148
589,"Q7UNI42OYWTV","se",148
590,"Q7UNI42OYWTV","se",148
591,"Q7UNI42OYWTV","se",148
592,"Q7UNI42OYWTV","se",148
594,"MSF80W6WU0ZB","si",148
595,"MSF80W6WU0ZB","si",148
596,"MSF80W6WU0ZB","si",148
597,"MSF80W6WU0ZB","si",148
599,"YZTIBPDP5H8S","se",148
600,"YZTIBPDP5H8S","se",148
602,"FZLYASTDMAFW","se",148
603,"FZLYASTDMAFW","se",148
604,"FZLYASTDMAFW","se",148
605,"FZLYASTDMAFW","se",148
606,"FZLYASTDMAFW","se",148
607,"FZLYASTDMAFW","se",148
608,"FZLYASTDMAFW","se",148
609,"FZLYASTDMAFW","se",148
610,"FZLYASTDMAFW","se",148
611,"FZLYASTDMAFW","se",148
612,"FZLYASTDMAFW","se",148
613,"FZLYASTDMAFW","se",148
614,"FZLYASTDMAFW","se",148
615,"FZLYASTDMAFW","se",148
616,"FZLYASTDMAFW","se",148
617,"FZLYASTDMAFW","se",148
618,"FZLYASTDMAFW","se",148
619,"FZLYASTDMAFW","se",148
620,"IR0653IFCOEQ","se",148
621,"IR0653IFCOEQ","se",148
622,"FZLYASTDMAFW","se",148
623,"FZLYASTDMAFW","se",148
624,"FZLYASTDMAFW","se",148
625,"FZLYASTDMAFW","se",148
626,"FZLYASTDMAFW","se",148
627,"FZLYASTDMAFW","se",148
628,"FZLYASTDMAFW","se",148
629,"PE4WWLOTN6NX","se",148
630,"OGHO8O6G4Y2N","se",148
631,"OGHO8O6G4Y2N","se",148
637,"ARBOMYFO76CB","se",148
638,"ARBOMYFO76CB","se",148
639,"ARBOMYFO76CB","se",148
640,"ARBOMYFO76CB","se",148
643,"GCBK47B7ORRD","se",148
644,"GCBK47B7ORRD","se",148
645,"GCBK47B7ORRD","se",148
649,"C7L97BRBECWN","si",148
650,"GHZNVGQ91VJ1","se",148
651,"GHZNVGQ91VJ1","se",148
652,"GHZNVGQ91VJ1","se",148
653,"GHZNVGQ91VJ1","se",148
654,"AAAUXKZHTEY9","si",148
655,"AAAUXKZHTEY9","si",148
656,"AAAUXKZHTEY9","si",148
657,"M84FZI0SE9CJ","si",148
658,"M84FZI0SE9CJ","si",148
659,"M84FZI0SE9CJ","si",148
660,"M84FZI0SE9CJ","si",148
661,"M84FZI0SE9CJ","si",148
662,"M84FZI0SE9CJ","si",148
663,"M84FZI0SE9CJ","si",148
664,"79D0PV2Q2YNU","se",148
665,"79D0PV2Q2YNU","se",148
666,"M84FZI0SE9CJ","si",148
667,"A9AKQEFE4MRC","se",148
668,"A9AKQEFE4MRC","se",148
669,"A9AKQEFE4MRC","se",148
670,"M84FZI0SE9CJ","si",148
671,"Z2KPTPTPIGU9","se",148
672,"Z2KPTPTPIGU9","se",148
673,"Z2KPTPTPIGU9","se",148
674,"Z2KPTPTPIGU9","se",148
675,"M84FZI0SE9CJ","si",148
676,"M84FZI0SE9CJ","si",148
681,"FFQZ1450DK40","se",148
682,"FFQZ1450DK40","se",148
683,"FFQZ1450DK40","se",148
684,"FFQZ1450DK40","se",148
685,"PIJP33L6ZX5B","si",148
686,"PIJP33L6ZX5B","si",148
687,"PIJP33L6ZX5B","si",148
688,"PIJP33L6ZX5B","si",148
693,"YUB1LE4IXJRZ","si",148
694,"RB956JTEVEG9","si",148
695,"RB956JTEVEG9","si",148
696,"RB956JTEVEG9","si",148
697,"RB956JTEVEG9","si",148
698,"RB956JTEVEG9","si",148
701,"I7PO4YNZM1WC","si",148
702,"NGCX4ZBOH2CY","se",148
703,"NGCX4ZBOH2CY","se",148
704,"I7PO4YNZM1WC","si",148
705,"I7PO4YNZM1WC","si",148
711,"RQXNZEZC79V1","si",148
712,"RQXNZEZC79V1","si",148
713,"FQ0XVENHZ24Z","si",148
714,"FQ0XVENHZ24Z","si",148
715,"OXKPT09CWN6X","se",148
716,"OXKPT09CWN6X","se",148
717,"OXKPT09CWN6X","se",148
718,"OXKPT09CWN6X","se",148
719,"FQ0XVENHZ24Z","si",148
720,"FQ0XVENHZ24Z","si",148
721,"FQ0XVENHZ24Z","si",148
722,"FQ0XVENHZ24Z","si",148
723,"73W4BANFKSSA","se",148
724,"73W4BANFKSSA","se",148
725,"NWIJI0U3YIB2","si",148
726,"NWIJI0U3YIB2","si",148
727,"NWIJI0U3YIB2","si",148
728,"V1OC1CHZX7Y0","se",148
729,"V1OC1CHZX7Y0","se",148
730,"FQ0XVENHZ24Z","si",148
731,"FQ0XVENHZ24Z","si",148
732,"FQ0XVENHZ24Z","si",148
733,"FQ0XVENHZ24Z","si",148
734,"FQ0XVENHZ24Z","si",148
735,"FQ0XVENHZ24Z","si",148
736,"FQ0XVENHZ24Z","si",148
737,"FQ0XVENHZ24Z","si",148
738,"FQ0XVENHZ24Z","si",148
739,"FQ0XVENHZ24Z","si",148
740,"FQ0XVENHZ24Z","si",148
741,"64JW19ZZ9E3R","se",148
742,"64JW19ZZ9E3R","se",148
743,"64JW19ZZ9E3R","se",148
744,"64JW19ZZ9E3R","se",148
745,"64JW19ZZ9E3R","se",148
746,"NHF479WMV7SQ","si",148
747,"S2BP6T5FIJGR","se",148
748,"S2BP6T5FIJGR","se",148
749,"NHF479WMV7SQ","si",148
759,"ZZRXOOT2XUJ4","si",148
760,"ZZRXOOT2XUJ4","si",148
761,"ZZRXOOT2XUJ4","si",148
762,"ZZRXOOT2XUJ4","si",148
769,"EICEJQVZRSO9","si",148
770,"EICEJQVZRSO9","si",148
771,"EICEJQVZRSO9","si",148
772,"EICEJQVZRSO9","si",148
782,"H0JXO4EHOC5K","si",148
783,"H0JXO4EHOC5K","si",148
784,"H0JXO4EHOC5K","si",148
788,"Y0FQBBQ6EWCV","si",148
789,"Y0FQBBQ6EWCV","si",148
790,"697M2GHGFYLM","se",148
791,"697M2GHGFYLM","se",148
792,"697M2GHGFYLM","se",148
793,"697M2GHGFYLM","se",148
794,"697M2GHGFYLM","se",148
795,"LUTX29H9AGA1","se",148
796,"LUTX29H9AGA1","se",148
797,"Y0FQBBQ6EWCV","si",148
798,"Y0FQBBQ6EWCV","si",148
799,"Y0FQBBQ6EWCV","si",148
800,"Y0FQBBQ6EWCV","si",148
801,"Y0FQBBQ6EWCV","si",148
802,"Y0FQBBQ6EWCV","si",148
803,"Y0FQBBQ6EWCV","si",148
804,"Y0FQBBQ6EWCV","si",148
805,"Y0FQBBQ6EWCV","si",148
806,"Y0FQBBQ6EWCV","si",148
807,"Y0FQBBQ6EWCV","si",148
811,"2JKW305PZSMP","si",148
812,"2JKW305PZSMP","si",148
813,"MUPBOP1MJIJ8","si",148
814,"MUPBOP1MJIJ8","si",148
815,"MUPBOP1MJIJ8","si",148
816,"MUPBOP1MJIJ8","si",148
817,"MUPBOP1MJIJ8","si",148
818,"MUPBOP1MJIJ8","si",148
819,"MUPBOP1MJIJ8","si",148
820,"MUPBOP1MJIJ8","si",148
821,"MUPBOP1MJIJ8","si",148
822,"MUPBOP1MJIJ8","si",148
823,"MUPBOP1MJIJ8","si",148
824,"MUPBOP1MJIJ8","si",148
825,"MUPBOP1MJIJ8","si",148
826,"VPL8PHX0V6HU","se",148
827,"VPL8PHX0V6HU","se",148
828,"VPL8PHX0V6HU","se",148
829,"7TBYDD4AQR33","se",148
830,"7TBYDD4AQR33","se",148
831,"7TBYDD4AQR33","se",148
832,"7TBYDD4AQR33","se",148
833,"HNL4GJFN640T","se",148
834,"HNL4GJFN640T","se",148
835,"HNL4GJFN640T","se",148
836,"HNL4GJFN640T","se",148
837,"HNL4GJFN640T","se",148
846,"KW1T2Y9NR1MO","se",148
847,"KW1T2Y9NR1MO","se",148
851,"OMUZBM593MF4","se",148
854,"024LVE53UP8B","si",148
855,"024LVE53UP8B","si",148
856,"024LVE53UP8B","si",148
857,"024LVE53UP8B","si",148
859,"P02JT1HFIUJ7","si",148
860,"P02JT1HFIUJ7","si",148
861,"TX4B8VXLAUFC","si",148
862,"TX4B8VXLAUFC","si",148
863,"P02JT1HFIUJ7","si",148
864,"P02JT1HFIUJ7","si",148
865,"P02JT1HFIUJ7","si",148
866,"P02JT1HFIUJ7","si",148
867,"P02JT1HFIUJ7","si",148
868,"P02JT1HFIUJ7","si",148
869,"P02JT1HFIUJ7","si",148
870,"P02JT1HFIUJ7","si",148
871,"P02JT1HFIUJ7","si",148
872,"9NOYN0O5GXXX","se",148
873,"9NOYN0O5GXXX","se",148
874,"9NOYN0O5GXXX","se",148
875,"9NOYN0O5GXXX","se",148
876,"9NOYN0O5GXXX","se",148
877,"9NOYN0O5GXXX","se",148
878,"9NOYN0O5GXXX","se",148
879,"9NOYN0O5GXXX","se",148
880,"9NOYN0O5GXXX","se",148
881,"9NOYN0O5GXXX","se",148
882,"9NOYN0O5GXXX","se",148
883,"9NOYN0O5GXXX","se",148
884,"9NOYN0O5GXXX","se",148
885,"9NOYN0O5GXXX","se",148
886,"9NOYN0O5GXXX","se",148
887,"9NOYN0O5GXXX","se",148
888,"9NOYN0O5GXXX","se",148
889,"9NOYN0O5GXXX","se",148
890,"9NOYN0O5GXXX","se",148
891,"9NOYN0O5GXXX","se",148
892,"UEO3ZU7VK8IM","se",148
893,"UEO3ZU7VK8IM","se",148
