"seatID","custID","ticketType","gameID"
2,"85XI51UK3312","se",92
3,"85XI51UK3312","se",92
4,"85XI51UK3312","se",92
5,"85XI51UK3312","se",92
6,"HL1LS8PNUJXU","se",92
7,"HL1LS8PNUJXU","se",92
8,"HL1LS8PNUJXU","se",92
9,"HL1LS8PNUJXU","se",92
10,"HL1LS8PNUJXU","se",92
11,"HL1LS8PNUJXU","se",92
12,"HL1LS8PNUJXU","se",92
13,"HL1LS8PNUJXU","se",92
14,"HL1LS8PNUJXU","se",92
15,"HL1LS8PNUJXU","se",92
16,"HL1LS8PNUJXU","se",92
17,"HL1LS8PNUJXU","se",92
18,"HL1LS8PNUJXU","se",92
19,"HL1LS8PNUJXU","se",92
20,"HL1LS8PNUJXU","se",92
21,"HL1LS8PNUJXU","se",92
22,"HL1LS8PNUJXU","se",92
23,"HL1LS8PNUJXU","se",92
24,"HL1LS8PNUJXU","se",92
25,"HL1LS8PNUJXU","se",92
26,"HL1LS8PNUJXU","se",92
27,"HL1LS8PNUJXU","se",92
28,"HL1LS8PNUJXU","se",92
29,"HL1LS8PNUJXU","se",92
30,"HL1LS8PNUJXU","se",92
31,"85XI51UK3312","se",92
43,"5DXG47KVB102","si",92
44,"5DXG47KVB102","si",92
45,"5DXG47KVB102","si",92
46,"5DXG47KVB102","si",92
47,"5DXG47KVB102","si",92
48,"5DXG47KVB102","si",92
54,"UZ1C1NS6X6WV","se",92
55,"UZ1C1NS6X6WV","se",92
69,"9B9ACSPYBEAZ","si",92
70,"9B9ACSPYBEAZ","si",92
71,"9B9ACSPYBEAZ","si",92
72,"9B9ACSPYBEAZ","si",92
73,"9B9ACSPYBEAZ","si",92
74,"9B9ACSPYBEAZ","si",92
75,"9B9ACSPYBEAZ","si",92
76,"RZ0BSAU51RL4","se",92
77,"RZ0BSAU51RL4","se",92
78,"RZ0BSAU51RL4","se",92
79,"RZ0BSAU51RL4","se",92
80,"RZ0BSAU51RL4","se",92
81,"9B9ACSPYBEAZ","si",92
82,"9B9ACSPYBEAZ","si",92
83,"9B9ACSPYBEAZ","si",92
84,"9B9ACSPYBEAZ","si",92
85,"9WSS7VGNC163","se",92
86,"9WSS7VGNC163","se",92
87,"9B9ACSPYBEAZ","si",92
88,"9B9ACSPYBEAZ","si",92
98,"B1TWIJGQCAUW","si",92
99,"B1TWIJGQCAUW","si",92
100,"B1TWIJGQCAUW","si",92
101,"B1TWIJGQCAUW","si",92
105,"L5S4UC7SR5U8","si",92
106,"L5S4UC7SR5U8","si",92
107,"L5S4UC7SR5U8","si",92
108,"L5S4UC7SR5U8","si",92
115,"006VL4XH04D7","si",92
116,"006VL4XH04D7","si",92
117,"006VL4XH04D7","si",92
118,"006VL4XH04D7","si",92
119,"006VL4XH04D7","si",92
120,"006VL4XH04D7","si",92
121,"006VL4XH04D7","si",92
122,"006VL4XH04D7","si",92
123,"006VL4XH04D7","si",92
124,"006VL4XH04D7","si",92
125,"006VL4XH04D7","si",92
126,"BC2Z9REXVUUK","si",92
127,"SA7GS894HHAV","se",92
128,"SA7GS894HHAV","se",92
129,"SA7GS894HHAV","se",92
130,"SA7GS894HHAV","se",92
131,"SA7GS894HHAV","se",92
132,"SA7GS894HHAV","se",92
133,"SA7GS894HHAV","se",92
134,"SA7GS894HHAV","se",92
135,"SA7GS894HHAV","se",92
136,"SA7GS894HHAV","se",92
137,"SA7GS894HHAV","se",92
138,"SA7GS894HHAV","se",92
139,"SA7GS894HHAV","se",92
140,"006VL4XH04D7","si",92
141,"K5NAJFXFX9LK","si",92
142,"K5NAJFXFX9LK","si",92
143,"006VL4XH04D7","si",92
144,"SA7GS894HHAV","se",92
145,"SA7GS894HHAV","se",92
146,"SA7GS894HHAV","se",92
150,"KEAIRIJ40XLT","si",92
151,"KEAIRIJ40XLT","si",92
152,"KEAIRIJ40XLT","si",92
153,"KEAIRIJ40XLT","si",92
154,"VZCTTLG9I0FL","se",92
155,"VZCTTLG9I0FL","se",92
156,"VZCTTLG9I0FL","se",92
157,"VZCTTLG9I0FL","se",92
158,"VZCTTLG9I0FL","se",92
159,"VZCTTLG9I0FL","se",92
160,"VZCTTLG9I0FL","se",92
161,"VZCTTLG9I0FL","se",92
162,"VZCTTLG9I0FL","se",92
163,"VZCTTLG9I0FL","se",92
164,"VZCTTLG9I0FL","se",92
165,"VZCTTLG9I0FL","se",92
166,"VZCTTLG9I0FL","se",92
167,"VZCTTLG9I0FL","se",92
168,"2ODKFIJAFE93","se",92
169,"2ODKFIJAFE93","se",92
170,"2ODKFIJAFE93","se",92
171,"2ODKFIJAFE93","se",92
172,"2ODKFIJAFE93","se",92
173,"2ODKFIJAFE93","se",92
174,"2ODKFIJAFE93","se",92
175,"2ODKFIJAFE93","se",92
176,"2ODKFIJAFE93","se",92
177,"2ODKFIJAFE93","se",92
179,"OAMON7A3NHMQ","si",92
180,"OAMON7A3NHMQ","si",92
181,"JFFFATC2HP2H","se",92
182,"JFFFATC2HP2H","se",92
184,"Y634NY9611RT","se",92
185,"Y634NY9611RT","se",92
186,"Y634NY9611RT","se",92
191,"NMW9IJS0YLC7","si",92
192,"NMW9IJS0YLC7","si",92
193,"NMW9IJS0YLC7","si",92
194,"NMW9IJS0YLC7","si",92
200,"LLK95CTO3N96","si",92
201,"LLK95CTO3N96","si",92
202,"GT2OGC4YMO66","si",92
203,"GT2OGC4YMO66","si",92
204,"GT2OGC4YMO66","si",92
205,"GT2OGC4YMO66","si",92
206,"AMTG4R9FGB9F","se",92
207,"AMTG4R9FGB9F","se",92
208,"AMTG4R9FGB9F","se",92
209,"AMTG4R9FGB9F","se",92
226,"NIAGZHUN6F4J","se",92
227,"NIAGZHUN6F4J","se",92
230,"VNROZRDASBZB","si",92
231,"VNROZRDASBZB","si",92
232,"VNROZRDASBZB","si",92
233,"VNROZRDASBZB","si",92
234,"VNROZRDASBZB","si",92
235,"VNROZRDASBZB","si",92
236,"VNROZRDASBZB","si",92
237,"VNROZRDASBZB","si",92
238,"VNROZRDASBZB","si",92
239,"VNROZRDASBZB","si",92
240,"VNROZRDASBZB","si",92
241,"VNROZRDASBZB","si",92
242,"VNROZRDASBZB","si",92
